id,question,slug,category,tags,clobTokenIds,outcomes,outcomePrices,conditionId,active,closed,volumeNum,volume24hr,liquidity,liquidityNum,endDate,orderPriceMinTickSize,orderMinSize,resolutionSource,acceptingOrders,openInterest,createdAt,updatedAt,event_id,event_title,event_slug,event_description
562003,Will Kim Kardashian win the 2028 Republican presidential nomination?,will-kim-kardashian-win-the-2028-republican-presidential-nomination,,,"[""10651968542740640896482407431367624536081358925965856338872110525887291512129"", ""103086387269187122378314827672946076309261054730475021633767467850510078119868""]","[""Yes"", ""No""]","[""0.0055"", ""0.9945""]",0x414378275cb214b747245942be889ee1e077c56d1c00eb4d726629c95f22b5a5,True,False,10201267.172804,185804.921532,683364.05505,683364.05505,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-10T16:58:21.646721Z,2026-01-23T12:45:01.914534Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559674,Will Jared Polis win the 2028 Democratic presidential nomination?,will-jared-polis-win-the-2028-democratic-presidential-nomination-837,,,"[""42119164854283656238382173699154739480090965550328051492328192273011556335098"", ""39150381508679235943386404690610035044747196600759141560840372170757042543675""]","[""Yes"", ""No""]","[""0.0085"", ""0.9915""]",0x8fbcb151e2c988df5a43abb02298014b7daf34c008f3eed9188dd16a2a19bec1,True,False,10094745.818825,25731.066831,245875.75382,245875.75382,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:15.838093Z,2026-01-23T12:44:38.580724Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
572477,Will Trump nominate Larry Kudlow as the next Fed chair?,will-trump-nominate-larry-kudlow-as-the-next-fed-chair,,,"[""31246618441598584370826734453288829466210445101753834728420712830380588744169"", ""2435644014622357556643581156981305079362583802429817535006793138173302399402""]","[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",0x22d3d4722ce79dae5b2594df2ce89b1c283e3227b78718353bcca2e854d115a4,True,False,10014403.173766,5000,713070.72831,713070.72831,2026-12-31T00:00:00Z,0.001,5,,True,,2025-08-05T17:13:23.257626Z,2026-01-23T12:44:58.310698Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
561982,Will Sarah Huckabee Sanders win the 2028 Republican presidential nomination?,will-sarah-huckabee-sanders-win-the-2028-republican-presidential-nomination,,,"[""35019878675696902444730611385908114488958639217305639231975258218416576501435"", ""56675537260019219223601219755487607959534973218119249587935401577859164512735""]","[""Yes"", ""No""]","[""0.0055"", ""0.9945""]",0x00ad3bb5284b0b2314b1a2d42812fe292f606619c6278bd95c9d905816c240f6,True,False,9904907.461612,58668.535199,369789.78912,369789.78912,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-10T16:58:07.96846Z,2026-01-23T12:45:02.305438Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559665,Will Cory Booker win the 2028 Democratic presidential nomination?,will-corey-booker-win-the-2028-democratic-presidential-nomination-125,,,"[""50887272939612765629559172143901565817521391945540156085421963433918821328137"", ""29006371059590547574472177233842141554614007974283936149779962779213443973844""]","[""Yes"", ""No""]","[""0.0085"", ""0.9915""]",0x1970bcce75e3674660917ae4685b433a9b1e0152d810a8d7c346dfd5e00694c2,True,False,9871001.005186,43490.914472,224921.02068,224921.02068,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:08.92027Z,2026-01-23T12:44:50.459934Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
572488,Will Trump nominate Philip Jefferson as the next Fed chair?,will-trump-nominate-philip-jefferson-as-the-next-fed-chair,,,"[""48736293153290177808826829086324607671667481734489071688928973450784973883505"", ""34820642554962155082266283514752176104913745692048348609229843729669275081403""]","[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",0xfbb2046e013da7b66ecedf3a9de63ce446fd57c23ccc77cd019991f485522236,True,False,9743260.031725,175276.6,132781.70625,132781.70625,2026-12-31T00:00:00Z,0.001,5,,True,,2025-08-05T17:13:29.03787Z,2026-01-23T12:44:53.219919Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
566195,Will Nottm Forest win the 2025–26 English Premier League?,will-nottm-forest-win-the-202526-english-premier-league,,,"[""32294324998358915087437480184802014472731161882287004932565606432510940160446"", ""102416102087761272781501337309783685122716242561431519533791345425115806031628""]","[""Yes"", ""No""]","[""0.0015"", ""0.9985""]",0x0856ff922ee902e07ac1401def92503d797cfa4160942a26ffb9065f1d596d26,True,False,9694589.126474,96742.46699999999,1046693.0868,1046693.0868,2026-05-27T00:00:00Z,0.001,5,,True,,2025-07-21T21:13:03.589354Z,2026-01-23T12:44:48.181461Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
561986,Will Byron Donalds win the 2028 Republican presidential nomination?,will-byron-donalds-win-the-2028-republican-presidential-nomination,,,"[""311624663652221737215322113380496984764966764039692273354641152455298576851"", ""43292374563904271719486871569114922516560719431752184778538513591321835161630""]","[""Yes"", ""No""]","[""0.0055"", ""0.9945""]",0xd1747284d6048b2a3dcfbee489db405f36de18f9590197dd0e5c9f0c246bf050,True,False,9427611.258187,57749.39479800001,366125.25478,366125.25478,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-10T16:58:10.023814Z,2026-01-23T12:44:35.304224Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
561988,Will Josh Hawley win the 2028 Republican presidential nomination?,will-josh-hawley-win-the-2028-republican-presidential-nomination,,,"[""16959950591508656523048029588253513417107455151269158025695062757254216051157"", ""67257241906349232705880054817671247803154024437556078414309396160231441958063""]","[""Yes"", ""No""]","[""0.008"", ""0.992""]",0x4d4bceee5f59f75230c6438f69fc913a6da7afa4098ce0734655045c02a730fc,True,False,9422500.587197,33163.074583,287520.73248,287520.73248,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-10T16:58:11.045899Z,2026-01-23T12:44:38.66598Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
561991,Will Matt Gaetz win the 2028 Republican presidential nomination?,will-matt-gaetz-win-the-2028-republican-presidential-nomination,,,"[""21684611233679565633387313395955873024927822291738934804105644401703825367322"", ""84095293813293852486357602606048386507591460335706798271998543834668723932068""]","[""Yes"", ""No""]","[""0.0065"", ""0.9935""]",0xf2cea45ec282af4f302d2ab85ede73678cd692ebf8c3ab6d52bfa5e19f44c553,True,False,9312287.558678,65874.642136,457360.57116,457360.57116,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-10T16:58:12.885425Z,2026-01-23T12:44:35.466007Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
553875,Will the New Orleans Pelicans win the 2026 NBA Finals?,will-the-new-orleans-pelicans-win-the-2026-nba-finals,,,"[""53866778779597540216098195494948116143462973030875609635557099377395290457894"", ""25368863740974864770720000338083961261087739794602905297379922879468265754277""]","[""Yes"", ""No""]","[""0.0015"", ""0.9985""]",0xe709dcb12986139fa5b4cc793069d0c64bde1bfb351914c95bdd6149ec91a3ee,True,False,9277332.326549,174512.00099999996,874580.26944,874580.26944,2026-07-01T00:00:00Z,0.001,5,,True,,2025-06-19T18:23:37.3647Z,2026-01-23T12:44:33.62733Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
566202,Will Wolves win the 2025–26 English Premier League?,will-wolves-win-the-202526-english-premier-league,,,"[""56694658471602088190224805550575965966221261830236087557166619091181299504913"", ""60828526177642015904409520408115757511306238626287950905759830998657686475336""]","[""Yes"", ""No""]","[""0.0015"", ""0.9985""]",0x7e2484f2f94720b76d9380f26a35a64a2fe0e638467d4840c2a6ac7d879149e5,True,False,9197958.124202,63376.46600000002,1058523.12083,1058523.12083,2026-05-27T00:00:00Z,0.001,5,,True,,2025-07-21T21:13:07.753118Z,2026-01-23T12:44:58.703402Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
561987,Will Elise Stefanik win the 2028 Republican presidential nomination?,will-elise-stefanik-win-the-2028-republican-presidential-nomination,,,"[""46762065358788748743762617584400316865170283087328708370205000691002445395596"", ""6106142631847917497743561296507558396893160722310876727437797090897927202403""]","[""Yes"", ""No""]","[""0.0055"", ""0.9945""]",0x655b4bfdfa55a95c24d6e9bf7e7cd62f1b57da9a1f4c7f40f090b8ba847dffa2,True,False,9108145.519194,41512.18439600001,263991.48604,263991.48604,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-10T16:58:10.530903Z,2026-01-23T12:44:36.523598Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
569428,Will Aristides Teixeira win the 2026 Portugal presidential election?,will-aristides-teixeira-win-the-2026-portugal-presidential-election,,,"[""15849160483277897689949967085542532873284061361999325893867258022262592692821"", ""100299191321741533544964863678141476981783881954596444647911413684277151596082""]","[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",0x1a550f4be5469a1f7f19a6a87eb1d3c5aee638dd4b325cd7e80c94fcb69a4325,True,False,9106451.072016,,209252.01159,209252.01159,2026-01-25T14:00:00Z,0.001,5,,True,,2025-07-28T19:21:39.393813Z,2026-01-23T12:46:39.254379Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559673,Will John Fetterman win the 2028 Democratic presidential nomination?,will-john-fetterman-win-the-2028-democratic-presidential-nomination-941,,,"[""71289010523270989807437428651002770360280908813019627976988032260868574107425"", ""68686505966910102763700888296813272792512562699674656659355148432859571994559""]","[""Yes"", ""No""]","[""0.0105"", ""0.9895""]",0xca1d1139b0c3a29983407f499476ae642482788e841a277eb86faeeb9fa4a85c,True,False,8949693.289166,53608.214014,452328.28823,452328.28823,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:15.042865Z,2026-01-23T12:44:34.634934Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
559662,Will Mark Cuban win the 2028 Democratic presidential nomination?,will-mark-cuban-win-the-2028-democratic-presidential-nomination-329,,,"[""58378309871183461257693288827678410871907006920578755035402846056315798427503"", ""55392527126713018429304496836617506663024188480522297953714346140749923557790""]","[""Yes"", ""No""]","[""0.0065"", ""0.9935""]",0x9d4f94f82de9d13ff1d3318639ab9000ee2533949e525343156f374fb00bd9b1,True,False,8921526.667897,82151.28546099999,710714.69453,710714.69453,2028-11-07T00:00:00Z,0.001,5,,True,,2025-07-03T20:37:06.826667Z,2026-01-23T12:45:00.714811Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
572469,Will Trump nominate Kevin Warsh as the next Fed chair?,will-trump-nominate-kevin-warsh-as-the-next-fed-chair,,,"[""51338236787729560681434534660841415073585974762690814047670810862722808070955"", ""18289842382539867639079362738467334752951741961393928566628307174343542320349""]","[""Yes"", ""No""]","[""0.435"", ""0.565""]",0x61b66d02793b4a68ab0cc25be60d65f517fe18c7d654041281bb130341244fcc,True,False,8898645.586829,230011.88065799975,90281.2518,90281.2518,2026-12-31T00:00:00Z,0.01,5,,True,,2025-08-05T17:13:19.02272Z,2026-01-23T12:44:49.947525Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
566200,Will Fulham win the 2025–26 English Premier League?,will-fulham-win-the-202526-english-premier-league,,,"[""11235708660541188171504116064436210123730925084301187836585938466141352860804"", ""87857057238009225667554875830367124077268012083284011070267692876875594738729""]","[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",0x8c5699dd31e0782b3bff9d3aaf4a0f4077a1449cfa8d2e821c6e881e033c4afb,True,False,8851047.693247,13.13,66705.18434,66705.18434,2026-05-27T00:00:00Z,0.001,5,,True,,2025-07-21T21:13:06.502122Z,2026-01-23T12:44:59.160903Z,183029,"Bitcoin Up or Down - January 24, 7:30AM-7:45AM ET",btc-updown-15m-1769257800,"This market will resolve to ""Up"" if the Bitcoin price at the end of the time range specified in the title is greater than or equal to the price at the beginning of that range. Otherwise, it will resolve to ""Down"".
The resolution source for this market is information from Chainlink, specifically the BTC/USD data stream available at https://data.chain.link/streams/btc-usd.
Please note that this market is about the price according to Chainlink data stream BTC/USD, not according to other sources or spot markets."
